14:11:23.768 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
14:11:24.328 |V| DeployedPackages              | :1                 | Scanned fir “D:\ProgrammeerProjects\Unity\2023\driving-sandbox-1\first-try\Driving sandbox\Library\RiderFlow\2022.1.5.248\Backend~\bin”, lwtime 2023-02-22T12:51:08, metadata files (20pcs)[JetBrains.ExternalAnnotations.JetMetadata.sstg, JetBrains.Platform.Core.Ide.JetMetadata.sstg, JetBrains.Platform.Core.IisExpress.JetMetadata.sstg, JetBrains.Platform.Core.MsBuild.JetMetadata.sstg, JetBrains.Platform.Core.Shell.JetMetadata.sstg, JetBrains.Platform.Core.Text.JetMetadata.sstg, JetBrains.Platform.Interop.CommandLine.JetMetadata.sstg, JetBrains.Platform.Interop.dotMemoryUnit.Interop.Console.JetMetadata.sstg, JetBrains.Platform.Interop.dotMemoryUnit.Interop.Ide.JetMetadata.sstg, JetBrains.Platform.RdProtocol.JetMetadata.sstg, JetBrains.Psi.Features.Core.JetMetadata.sstg, JetBrains.Psi.Features.SolutionBuilder.JetMetadata.sstg, JetBrains.Psi.Features.src.JetMetadata.sstg, JetBrains.Psi.Features.Tasks.JetMetadata.sstg, JetBrains.Psi.Features.UnitTesting.JetMetadata.sstg, JetBrains.Psi.Features.Web.Core.JetMetadata.sstg, JetBrains.ReSharperAutomationTools.src.CommandLineCore.JetMetadata.sstg, JetBrains.ReSharperAutomationTools.src.Roslyn.JetMetadata.sstg, JetBrains.Rider.RdBackend.Common.JetMetadata.sstg, JetBrains.Rider.RiderFlow.JetMetadata.sstg], module files (265pcs)[antlr.runtime.dll, Appccelerate.StateMachine.dll, AzureDevOps.Authentication.dll, Bitbucket.Authentication.dll, BouncyCastle.Crypto.dll, ClrStack.exe, ClrStack32.exe, CookComputing.XmlRpcV2.dll, CsLex.exe, DotNetZip.dll, ErrorsGen.exe, git-credential-manager.exe, GitHub.Authentication.exe, ICSharpCode.SharpZipLib.dll, JetBrains.Annotations.dll, JetBrains.Build.Platform.DistributedCache.dll, JetBrains.CommandLine.Interop.dll, JetBrains.Decompiler.Core.dll, JetBrains.dotMemoryUnit.Interop.Console.dll, JetBrains.dotMemoryUnit.Interop.Ide.dll, JetBrains.Lifetimes.dll, JetBrains.Microsoft.Diagnostics.Runtime.dll, JetBrains.MSBuild.Logger.Api.dll, JetBrains.Platform.BuildEngine.dll, JetBrains.Platform.BuildInterfaces.dll, JetBrains.Platform.ComponentModel.dll, JetBrains.Platform.Core.dll, JetBrains.Platform.DocumentManager.dll, JetBrains.Platform.DocumentModel.dll, JetBrains.Platform.Ide.dll, JetBrains.Platform.IisExpressHost.dll, JetBrains.Platform.IisExpressTask.dll, JetBrains.Platform.Interop.dll, JetBrains.Platform.Metadata.dll, JetBrains.Platform.MsBuildAutoDetectTask.dll, JetBrains.Platform.MsBuildEventLogger.dll, JetBrains.Platform.MsBuildHost.dll, JetBrains.Platform.MsBuildTask.dll, JetBrains.Platform.MsBuildTask.v15.dll, JetBrains.Platform.MsBuildTask.v4.dll, JetBrains.Platform.ProjectModel.dll, JetBrains.Platform.ProjectModel.Host.dll, JetBrains.Platform.RdFramework.Actions.dll, JetBrains.Platform.RdFramework.Shell.dll, JetBrains.Platform.RdProtocol.dll, JetBrains.Platform.Satellite.exe, JetBrains.Platform.Shell.dll, JetBrains.Platform.Symbols.dll, JetBrains.Platform.TextControl.dll, JetBrains.Platform.Util.dll, JetBrains.Platform.Util.Text.dll, JetBrains.Profiler.Api.dll, JetBrains.Profiler.SelfApi.dll, JetBrains.Psi.Features.Tasks.Build.dll, JetBrains.RdBackend.Common.dll, JetBrains.RdFramework.dll, JetBrains.RdFramework.Reflection.dll, JetBrains.ReSharper.Daemon.BuildScripts.dll, JetBrains.ReSharper.Daemon.CSharp.dll, JetBrains.ReSharper.Daemon.dll, JetBrains.ReSharper.Daemon.Engine.dll, JetBrains.ReSharper.Daemon.Protobuf.dll, JetBrains.ReSharper.Daemon.Resx.dll, JetBrains.ReSharper.Daemon.Specific.dll, JetBrains.ReSharper.Daemon.VB.dll, JetBrains.ReSharper.Daemon.Web.dll, JetBrains.ReSharper.Daemon.Xaml.dll, JetBrains.ReSharper.Daemon.Xml.dll, JetBrains.ReSharper.ExternalSources.dll, JetBrains.ReSharper.Feature.Services.BuildScripts.dll, JetBrains.ReSharper.Feature.Services.CSharp.dll, JetBrains.ReSharper.Feature.Services.dll, JetBrains.ReSharper.Feature.Services.ExternalSources.CSharp.dll, JetBrains.ReSharper.Feature.Services.ExternalSources.dll, JetBrains.ReSharper.Feature.Services.ExternalSources.VB.dll, JetBrains.ReSharper.Feature.Services.Protobuf.dll, JetBrains.ReSharper.Feature.Services.RegExp.dll, JetBrains.ReSharper.Feature.Services.Resx.dll, JetBrains.ReSharper.Feature.Services.VB.dll, JetBrains.ReSharper.Feature.Services.Web.dll, JetBrains.ReSharper.Feature.Services.Xaml.dll, JetBrains.ReSharper.Feature.Services.Xml.dll, JetBrains.ReSharper.Features.Altering.dll, JetBrains.ReSharper.Features.Environment.dll, JetBrains.ReSharper.Features.Inspections.dll, JetBrains.ReSharper.Features.Intellisense.dll, JetBrains.ReSharper.Features.Intellisense.VB.dll, JetBrains.ReSharper.Features.Internal.dll, JetBrains.ReSharper.Features.Navigation.dll, JetBrains.ReSharper.Features.Navigation.VB.dll, JetBrains.ReSharper.Features.RegExp.dll, JetBrains.ReSharper.Features.ReSpeller.dll, JetBrains.ReSharper.Features.Running.dll, JetBrains.ReSharper.Features.SolBuilderDuo.dll, JetBrains.ReSharper.Features.StructuralSearch.dll, JetBrains.ReSharper.Features.Web.dll, JetBrains.ReSharper.Features.Web.Linters.dll, JetBrains.ReSharper.Features.Xml.dll, JetBrains.ReSharper.I18n.Services.Asp.CSharp.dll, JetBrains.ReSharper.I18n.Services.Asp.dll, JetBrains.ReSharper.I18n.Services.Asp.VB.dll, JetBrains.ReSharper.I18n.Services.CSharp.dll, JetBrains.ReSharper.I18n.Services.dll, JetBrains.ReSharper.I18n.Services.JavaScript.dll, JetBrains.ReSharper.I18n.Services.VB.dll, JetBrains.ReSharper.I18n.Services.Xaml.dll, JetBrains.ReSharper.InplaceRefactorings.dll, JetBrains.ReSharper.Intentions.BuildScripts.dll, JetBrains.ReSharper.Intentions.CSharp.dll, JetBrains.ReSharper.Intentions.dll, JetBrains.ReSharper.Intentions.Resx.dll, JetBrains.ReSharper.Intentions.VB.dll, JetBrains.ReSharper.Intentions.Web.dll, JetBrains.ReSharper.Intentions.Xaml.dll, JetBrains.ReSharper.Intentions.Xml.dll, JetBrains.ReSharper.LiveTemplates.dll, JetBrains.ReSharper.LiveTemplates.VB.dll, JetBrains.ReSharper.NewRefactorings.dll, JetBrains.ReSharper.Psi.BuildScripts.dll, JetBrains.ReSharper.Psi.CSharp.dll, JetBrains.ReSharper.Psi.dll, JetBrains.ReSharper.Psi.IL.dll, JetBrains.ReSharper.Psi.Protobuf.dll, JetBrains.ReSharper.Psi.RegExp.dll, JetBrains.ReSharper.Psi.Resx.dll, JetBrains.ReSharper.Psi.VB.ConstantCalculatorLib.dll, JetBrains.ReSharper.Psi.VB.dll, JetBrains.ReSharper.Psi.Web.dll, JetBrains.ReSharper.Psi.Xaml.dll, JetBrains.ReSharper.Psi.Xml.dll, JetBrains.ReSharper.Refactorings.BuildScripts.dll, JetBrains.ReSharper.Refactorings.CSharp.dll, JetBrains.ReSharper.Refactorings.Html.dll, JetBrains.ReSharper.Refactorings.VB.dll, JetBrains.ReSharper.Refactorings.Xaml.dll, JetBrains.ReSharper.Resources.dll, JetBrains.ReSharper.SolutionAnalysis.dll, JetBrains.ReSharper.TestRunner.Abstractions.dll, JetBrains.ReSharper.TestRunner.Adapters.MsTest.Tasks.dll, JetBrains.ReSharper.TestRunner.Adapters.NUnit2.Tasks.dll, JetBrains.ReSharper.TestRunner.Adapters.NUnit3.Tasks.dll, JetBrains.ReSharper.TestRunner.Adapters.UWP.Tasks.dll, JetBrains.ReSharper.TestRunner.Adapters.VsTest.Tasks.dll, JetBrains.ReSharper.TestRunner.Adapters.XUnit.Tasks.dll, JetBrains.ReSharper.UnitTestFramework.dll, JetBrains.ReSharper.UnitTesting.Analysis.dll, JetBrains.ReSharper.UnitTesting.Analysis.VB.dll, JetBrains.ReSharper.UnitTesting.MSTest.Provider.dll, JetBrains.ReSharper.UnitTesting.VsTest.Provider.dll, JetBrains.ReSharper.UnitTestProvider.JavaScript.dll, JetBrains.ReSharper.UnitTestProvider.nUnit.dll, JetBrains.ReSharper.UnitTestProvider.Xunit.dll, JetBrains.ReSharper.UnitTestRunner.dotMemoryUnit.dll, JetBrains.ReSharper.UnitTestRunner.JavaScript.dll, JetBrains.ReSharperAutomationTools.CommandLine.Common.dll, JetBrains.RiderFlow.exe, JetBrains.Roslyn.Host.dll, JetBrains.Roslyn.Worker.exe, JetBrains.SignatureVerifier.dll, JetBrains.TeamCity.ServiceMessages.dll, JetBrains.Toolset.ScriptSourcesCompiler.Interface.dll, JetBrains.UsageStatistics.dll, JetLauncher32.exe, JetLauncher32c.exe, JetLauncher64.exe, JetLauncher64c.exe, JetLauncherIL.exe, JetLauncherILc.exe, Lucene.Net.dll, Microsoft.Alm.Authentication.dll, Microsoft.Bcl.AsyncInterfaces.dll, Microsoft.CodeAnalysis.CSharp.dll, Microsoft.CodeAnalysis.CSharp.ExpressionEvaluator.ExpressionCompiler.dll, Microsoft.CodeAnalysis.CSharp.Features.dll, Microsoft.CodeAnalysis.CSharp.Workspaces.dll, Microsoft.CodeAnalysis.dll, Microsoft.CodeAnalysis.ExpressionEvaluator.ExpressionCompiler.dll, Microsoft.CodeAnalysis.Features.dll, Microsoft.CodeAnalysis.FlowAnalysis.Utilities.dll, Microsoft.CodeAnalysis.Scripting.dll, Microsoft.CodeAnalysis.VisualBasic.dll, Microsoft.CodeAnalysis.VisualBasic.Features.dll, Microsoft.CodeAnalysis.VisualBasic.Workspaces.dll, Microsoft.CodeAnalysis.Workspaces.dll, Microsoft.Deployment.Compression.Cab.dll, Microsoft.Deployment.Compression.dll, Microsoft.Diagnostics.NETCore.Client.dll, Microsoft.DiaSymReader.dll, Microsoft.Extensions.DependencyModel.dll, Microsoft.IdentityModel.Clients.ActiveDirectory.dll, Microsoft.Owin.dll, Microsoft.Owin.FileSystems.dll, Microsoft.Owin.Host.HttpListener.dll, Microsoft.Owin.Hosting.dll, Microsoft.Owin.StaticFiles.dll, Microsoft.TestPlatform.CommunicationUtilities.dll, Microsoft.TestPlatform.CoreUtilities.dll, Microsoft.TestPlatform.PlatformAbstractions.dll, Microsoft.TestPlatform.Utilities.dll, Microsoft.TestPlatform.VsTestConsole.TranslationLayer.dll, Microsoft.VisualBasic.dll, Microsoft.VisualStudio.TestPlatform.Common.dll, Microsoft.VisualStudio.TestPlatform.ObjectModel.dll, Microsoft.Web.XmlTransform.dll, monodoc.dll, Newtonsoft.Json.dll, NuGet.Commands.dll, NuGet.Common.dll, NuGet.Configuration.dll, NuGet.Core.dll, NuGet.Credentials.dll, NuGet.DependencyResolver.Core.dll, NuGet.Frameworks.dll, NuGet.LibraryModel.dll, NuGet.PackageManagement.dll, NuGet.Packaging.dll, NuGet.ProjectModel.dll, NuGet.Protocol.dll, NuGet.Resolver.dll, NuGet.Versioning.dll, NVelocity.dll, OperatorsResolveCacheGenerator.exe, Owin.dll, PsiGen.exe, Sprache.dll, SQLitePCLRaw.core.dll, System.Buffers.dll, System.CodeDom.dll, System.Collections.Immutable.dll, System.Composition.AttributedModel.dll, System.Composition.Convention.dll, System.Composition.Hosting.dll, System.Composition.Runtime.dll, System.Composition.TypedParts.dll, System.Configuration.ConfigurationManager.dll, System.Design.dll, System.Diagnostics.EventLog.dll, System.Drawing.Common.dll, System.Drawing.dll, System.IO.FileSystem.AccessControl.dll, System.IO.Ports.dll, System.Memory.dll, System.Numerics.Vectors.dll, System.Reflection.Metadata.dll, System.Runtime.CompilerServices.Unsafe.dll, System.Runtime.InteropServices.RuntimeInformation.dll, System.Security.AccessControl.dll, System.Security.Cryptography.ProtectedData.dll, System.Security.Permissions.dll, System.Security.Principal.Windows.dll, System.ServiceModel.dll, System.ServiceProcess.ServiceController.dll, System.Text.Encoding.CodePages.dll, System.Threading.AccessControl.dll, System.Threading.Tasks.Extensions.dll, TokenGenerator.exe, UIAutomationClient.dll, UIAutomationProvider.dll, UIAutomationTypes.dll, Vestris.ResourceLib.dll, WindowsFormsIntegration.dll, xunit.abstractions.dll, xunit.dll, xunit.runner.utility.net452.dll, YamlDotNet.dll], NuGet files (0pcs)[].
14:11:24.329 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_ADDITIONAL_DEPLOYED_PACKAGES_FILE (no PID suffix).
14:11:24.329 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_ADDITIONAL_DEPLOYED_PACKAGES_FILE (no PID suffix) has the value “D:\ProgrammeerProjects\Unity\2023\driving-sandbox-1\first-try\Driving sandbox\Library\RiderFlow\2022.1.5.248\Backend~\Plugins\pluginsInfo.xml”.
14:11:24.329 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_ADDITIONAL_DEPLOYED_PACKAGES_FILE_PID_00008820 (PID-specific).
14:11:24.329 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_ADDITIONAL_DEPLOYED_PACKAGES_FILE_PID_00008820 (PID-specific) has no value.
14:11:24.329 |V| EnvironmentVariablesUtil      | :1                 | Only one environment variable is set, no conflict, using its value for additional packages.
14:11:24.357 |V| AdditionalDeployedPackages    | :1                 | Additional Ad-Hoc Application Package: unity version 2022.1.5.248 by com.intellij.resharper (<NULL>) at “D:\ProgrammeerProjects\Unity\2023\driving-sandbox-1\first-try\Driving sandbox\Library\RiderFlow\2022.1.5.248\Backend~\Plugins\Unity”; built on 2022-11-21T18:02:21.0000000, best before <n/a>, BD <n/a>; files: (4pcs)[“@JetBrains.ReSharper.Plugins.Json.dll (whatever assembly)”, “@JetBrains.ReSharper.Plugins.Unity.dll (whatever assembly)”, “@JetBrains.ReSharper.Plugins.Unity.RiderFlow.dll (whatever assembly)”, “@JetBrains.ReSharper.Plugins.Yaml.dll (whatever assembly)”].
14:11:25.146 |V| DeployedPackages              | :1                 | Trying to load cache for “Identity for (2pcs)[“Discovered Folder “D:\ProgrammeerProjects\Unity\2023\driving-sandbox-1\first-try\Driving sandbox\Library\RiderFlow\2022.1.5.248\Backend~\bin””, “Discovered Folder “D:\ProgrammeerProjects\Unity\2023\driving-sandbox-1\first-try\Driving sandbox\Library\RiderFlow\2022.1.5.248\Backend~\Plugins\Unity””]” from file C:\Users\owena\AppData\Local\Temp\JetBrains\Shared\v221\DeployedPackages\CatalogAndComponents.0x882D8E6DD6163AD4BFB1AC33819E7291.dmp.
14:11:25.167 |V| CatalogTables                 | :1                 | Catalog Tables created at 000000001DD7701E size 11.723.814.
14:11:25.325 |V| AppDomainAssembliesResolver   | :1                 | << (Opening) AppDomainAssembliesResolver
14:11:25.333 |V| JetEnvironment                | :1                 | FullPartCatalogSet: to enable tracing all known components in FullPartCatalogSet, enable TRACE level for this log category (JetBrains.Application.Environment.JetEnvironment).
14:11:25.333 |V| JetEnvironment                | :1                 | FullPartCatalogSet ready.
14:11:25.333 |V| JetEnvironment                | :1                 | Requesting ActiveEnvironmentZones.
14:11:25.335 |V| JetHostParametersCaller       | :1                 | Querying 1 mixins of type IHaveEnvironmentZoneHostMixin for Environment module zones.
14:11:25.367 |V| JetHostParametersCaller       | :1                 | Mixin JetBrains.Application.Environment.HostParameters.EnvironmentZoneHostMixin adds Module Zone JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone.
14:11:25.367 |V| JetHostParametersCaller       | :1                 | Done querying 1 mixins of type IHaveEnvironmentZoneHostMixin for Environment module zones.
14:11:25.387 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone by the 4 value of the AutoselectZoneByClrVersionAttribute attribute.
14:11:25.387 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by Runtime version: JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone.
14:11:25.387 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone by the 9 value of the AutoselectZoneByCpuArchitectureAttribute attribute.
14:11:25.387 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by CPU: JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone.
14:11:25.389 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone by the 2 value of the AutoselectZoneByOsAttribute attribute.
14:11:25.389 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by OS: JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone.
14:11:25.389 |V| AutoselectZoneAttribute       | :1                 | Autoselected module zone JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone by the 0 value of the AutoselectZoneByClrImplementationAttribute attribute.
14:11:25.389 |V| JetEnvironmentAvailableZones  | :1                 | Autoselecting Module Zone by CLR implementation: JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone.
14:11:25.390 |V| JetEnvironmentAvailableZones  | :1                 | Creating JetEnvironmentConfiguration with 5 module zones.
14:11:25.391 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.RiderFlow.Product.IRiderFlowProductEnvironmentZone, JetBrains.RiderFlow, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
14:11:25.391 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.ISinceClr4HostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
14:11:25.391 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.IAmd64CpuArchitectureHostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
14:11:25.391 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.IWindowsNtHostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
14:11:25.391 |V| JetEnvironmentAvailableZones  | :1                 | Environment Module Zone: “JetBrains.Application.BuildScript.Application.Zones.INetFrameworkHostZone, JetBrains.Platform.Shell, Version=777.0.0.0, Culture=neutral, PublicKeyToken=1010a0d8d6380325”.
14:11:25.391 |V| JetEnvironment                | :1                 | ActiveEnvironmentZones ready.
14:11:25.391 |V| JetEnvironment                | :1                 | Filtering initial EnvironmentPartCatalogSet.
14:11:25.405 |V| JetEnvironment                | :1                 | EnvironmentPartCatalogSet: to enable tracing all known components in EnvironmentPartCatalogSet, enable TRACE level for this log category (JetBrains.Application.Environment.JetEnvironment).
14:11:25.405 |V| JetEnvironment                | :1                 | FullPartCatalogSet → EnvironmentPartCatalogSet: to enable tracing components which were in FullPartCatalogSet but did not make it into EnvironmentPartCatalogSet, enable TRACE level for this log category (JetBrains.Application.Environment.JetEnvironment).
14:11:25.405 |V| JetEnvironment                | :1                 | Initial EnvironmentPartCatalogSet filter is set up.
14:11:25.405 |V| JetEnvironment                | :1                 | Creating container on env catalog.
14:11:25.448 |V| JetScheduler                  | JetPool Manager:8  | Thread 'JetPool Manager' started
14:11:25.451 |V| JetDispatcher                 | StaExecutor:9      | Thread StaExecutor:9 pwned.
14:11:25.451 |V| JetDispatcher                 | StaExecutor:9      | Thread StaExecutor:9 created an Avalon marshaller.
14:11:25.459 |V| ComponentStorage              | :1                 | JetEnvironment created
14:11:25.493 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: JetEnvironment”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
14:11:25.494 |V| JetEnvironment                | :1                 | Publishing context to the container.
14:11:25.510 |V| JetEnvironment                | :1                 | Wired up the Environment container, composing now.
14:11:25.751 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_ROAMING_APPDATA_DIR (no PID suffix).
14:11:25.751 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_ROAMING_APPDATA_DIR (no PID suffix) has no value.
14:11:25.751 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_ROAMING_APPDATA_DIR_PID_00008820 (PID-specific).
14:11:25.751 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_ROAMING_APPDATA_DIR_PID_00008820 (PID-specific) has no value.
14:11:25.751 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
14:11:25.759 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_LOCAL_APPDATA_DIR (no PID suffix).
14:11:25.759 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_LOCAL_APPDATA_DIR (no PID suffix) has no value.
14:11:25.759 |V| EnvironmentVariablesUtil      | :1                 | Reading environment variable JET_LOCAL_APPDATA_DIR_PID_00008820 (PID-specific).
14:11:25.759 |V| EnvironmentVariablesUtil      | :1                 | The environment variable JET_LOCAL_APPDATA_DIR_PID_00008820 (PID-specific) has no value.
14:11:25.759 |V| EnvironmentVariablesUtil      | :1                 | No environment variables for additional packages are set.
14:11:25.863 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #1
14:11:25.863 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #2
14:11:25.863 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #3
14:11:25.863 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #4
14:11:25.863 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #5
14:11:25.863 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #6
14:11:25.864 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #7
14:11:25.864 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #8
14:11:25.864 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #9
14:11:25.864 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #10
14:11:25.864 |V| ThreadManagementUnit          | :1                 | Short Tasks: starting executor JetPool(S) #11
14:11:25.864 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #1
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #2
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #3
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #4
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #5
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #6
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #7
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #8
14:11:25.881 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #9
14:11:25.882 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #10
14:11:25.882 |V| ThreadManagementUnit          | :1                 | Long Tasks: starting executor JetPool(L) #11
14:11:25.882 |V| JetScheduler                  | JetPool(S) #7:19   | Thread 'JetPool(S) #7' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(S) #2:14   | Thread 'JetPool(S) #2' started execution in unit 'Short Tasks'. #allExecutors=10, #freeExecutors=1
14:11:25.883 |V| JetScheduler                  | JetPool(S) #3:15   | Thread 'JetPool(S) #3' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(S) #6:18   | Thread 'JetPool(S) #6' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(S) #5:17   | Thread 'JetPool(S) #5' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(S) #8:20   | Thread 'JetPool(S) #8' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(S) #9:21   | Thread 'JetPool(S) #9' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(S) #10:22  | Thread 'JetPool(S) #10' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(L) #1:24   | Thread 'JetPool(L) #1' started execution in unit 'Long Tasks'. #allExecutors=1, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(L) #3:26   | Thread 'JetPool(L) #3' started execution in unit 'Long Tasks'. #allExecutors=3, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(L) #10:33  | Thread 'JetPool(L) #10' started execution in unit 'Long Tasks'. #allExecutors=4, #freeExecutors=2
14:11:25.883 |V| JetScheduler                  | JetPool(L) #9:32   | Thread 'JetPool(L) #9' started execution in unit 'Long Tasks'. #allExecutors=2, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(L) #4:27   | Thread 'JetPool(L) #4' started execution in unit 'Long Tasks'. #allExecutors=5, #freeExecutors=4
14:11:25.883 |V| JetScheduler                  | JetPool(S) #11:23  | Thread 'JetPool(S) #11' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
14:11:25.883 |V| JetScheduler                  | JetPool(L) #2:25   | Thread 'JetPool(L) #2' started execution in unit 'Long Tasks'. #allExecutors=6, #freeExecutors=5
14:11:25.883 |V| JetScheduler                  | JetPool(S) #1:13   | Thread 'JetPool(S) #1' started execution in unit 'Short Tasks'. #allExecutors=9, #freeExecutors=0
